rating_agency_name,issuer_name,legal_entity_identifier,rating,rating_action_date
Standard & Poor's Ratings Services,"GXO Logistics, Inc.",5493007CNWMXN78JRN66,BBB-,2021-06-14
Standard & Poor's Ratings Services,"NextEra Energy Capital Holdings, Inc.",UMI46YPGBLUE4VGNNT48,BBB,2021-06-14
Standard & Poor's Ratings Services,Ingles Markets Inc.,549300XH5RYBMYP8TF26,BB,2021-06-14
Standard & Poor's Ratings Services,"APi Group DE, Inc.",549300XP4G7B4QYA0G83,B,2021-06-14
Standard & Poor's Ratings Services,PRA Health Sciences Inc.,549300R1HR1VWWHIAK47,BB+,2021-06-14
Standard & Poor's Ratings Services,Nomad Foods BondCo PLC,213800BPK5X4TY4RZ619,BB-,2021-06-14
Standard & Poor's Ratings Services,Nuvei Technologies Corp.,549300LFEQ1JJA1BQB79,B+,2021-06-14
Standard & Poor's Ratings Services,Florida Power & Light Co.,A89MY1K3YLIGJMYWVX50,A-1,2021-06-14
Standard & Poor's Ratings Services,"Sempra Infrastructure Partners, L.P.",549300L0B3MD11PUAA07,NR,2021-06-14
Standard & Poor's Ratings Services,PVH Asia Limited,5493002GDUP11LLOO974,BBB-,2021-06-14
Standard & Poor's Ratings Services,Grupo Antolin-Irausa S.A.U.,213800OILC5Q9AR63B63,B,2021-06-14
Standard & Poor's Ratings Services,Bay Cnty,549300B3J43WKYUSHO26,A/A-1,2021-06-14
Standard & Poor's Ratings Services,Nobian Finance BV,254900ZGJ6MMZN9IQQ31,Bprelim,2021-06-14
Standard & Poor's Ratings Services,M6 Duna Autopalya Koncesszios Zartkoruen Mukodo Reszvenytarsasag,2138006JWMWETE1MTQ18,AA,2021-06-14
Standard & Poor's Ratings Services,Vista Outdoor Inc.,549300QI2D33ESTJLN81,BB-,2021-06-14
Standard & Poor's Ratings Services,CHEPLAPHARM Arzneimittel GmbH,529900ONXKBELT7EW052,B,2021-06-14
Standard & Poor's Ratings Services,APi Group Corporation,213800NZT1VX6PZ7BT53,BB-,2021-06-14
Standard & Poor's Ratings Services,"EAB Global, Inc.",254900WJRUVZKYEF1M36,B-,2021-06-14
Standard & Poor's Ratings Services,"LGI Homes, Inc.",549300W02B4WNV8CV109,BB-,2021-06-14
Standard & Poor's Ratings Services,Consumers Energy Co.,7NKTFWJ1G6MELP9TU740,A-2,2021-06-14
Standard & Poor's Ratings Services,BIFM CA Buyer Inc.,5493004RP2P0NY84N260,B,2021-06-14
Standard & Poor's Ratings Services,Westconnex Finance Company Pty Ltd.,254900CGI0XY1HBTHF74,NRprelim,2021-06-13
Standard & Poor's Ratings Services,Sandy Creek Energy Associates LP,6EDP2OJFZ8EYLB7G4Y03,NR,2021-06-13
Standard & Poor's Ratings Services,Wipro IT Services LLC,549300S6XZZ65F0EJS98,A-,2021-06-13
Standard & Poor's Ratings Services,Castle Peak Power Finance Company Limited,254900LYMFL8O07R2452,A-1+,2021-06-11
Standard & Poor's Ratings Services,Peach Property Finance GmbH,5299006REENAMLK8A121,BB-,2021-06-11
Standard & Poor's Ratings Services,"Omnitracs, LLC",549300WCQLYHCJZCR864,NR,2021-06-11
Standard & Poor's Ratings Services,"Eastern Gas Transmission and Storage, Inc.",H2VQBNB3NSKRM5QWBI71,A,2021-06-11
Standard & Poor's Ratings Services,"Access CIG, LLC",5493002EU9Z6IQMPAN35,B,2021-06-11
Standard & Poor's Ratings Services,Garrett Motion Holdings Inc.,5493001N1N6Z0SR83G07,NRprelim,2021-06-11
Standard & Poor's Ratings Services,BevCo Lux Sarl,529900A04GL02604LJ24,BBB,2021-06-11
Standard & Poor's Ratings Services,Termocandelaria Power S.A.,549300YDORW43JL6G659,BB-,2021-06-11
Standard & Poor's Ratings Services,Cars.com Inc.,5493002G6J07LNGX4M98,B+,2021-06-11
Standard & Poor's Ratings Services,Road Management Consolidated PLC,2138006FY5KBBSGHXN35,NR,2021-06-11
Standard & Poor's Ratings Services,USIC Holdings Inc,5493009ZYUWB7X699U62,NR,2021-06-11
Standard & Poor's Ratings Services,Holcim Overseas Finance Ltd,5299009X3V0FTRX07P63,NR,2021-06-11
Standard & Poor's Ratings Services,NATS (En Route) PLC,213800AOOCT6JKFY6Z68,NR,2021-06-11
Standard & Poor's Ratings Services,Gigamon Inc.,5493000R61KI7LN11029,B,2021-06-11
Standard & Poor's Ratings Services,"St. Joseph Energy Center, LLC",5493001ZLJ8H5HCEBY83,BB-,2021-06-10
Standard & Poor's Ratings Services,Signature Aviation US Holdings Inc,213800CSNQ87U1MC8N11,B+,2021-06-10
Standard & Poor's Ratings Services,"Sabine Pass Liquefaction, LLC",549300KJYBG7C6WJYZ11,BBB-,2021-06-10
Standard & Poor's Ratings Services,Apro LLC,549300HALLMPVGYAKP14,NR,2021-06-10
Standard & Poor's Ratings Services,Montana-Dakota Utilities Co.,0T6SBMK3JTBI1JR36794,A-2,2021-06-10
Standard & Poor's Ratings Services,"HDT HoldCo, Inc.",254900SWZ329UU06XV25,B,2021-06-10
Standard & Poor's Ratings Services,Dalrymple Bay Finance Pty Ltd.,984500CEFBE462C86488,NR,2021-06-10
Standard & Poor's Ratings Services,Vonovia SE,5299005A2ZEP6AP7KM81,BBB+,2021-06-10
Standard & Poor's Ratings Services,Brown Group Holding LLC,25490094PF4HHK9QS109,NRprelim,2021-06-10
Standard & Poor's Ratings Services,VINCI S.A.,213800WFQ334R8UXUG83,A-,2021-06-10
Standard & Poor's Ratings Services,Beazer Homes USA Inc.,549300DUPYT2T0F60I45,B,2021-06-10
Standard & Poor's Ratings Services,Renfro Corporation,549300ZBRW65LGDUQI38,NR,2021-06-10
Standard & Poor's Ratings Services,Redco Properties Group Limited,54930027GMI4T9YDMM54,B-,2021-06-10
Standard & Poor's Ratings Services,MIC Glen LLC,549300XD843A2SP50882,B-,2021-06-10
Standard & Poor's Ratings Services,"Artera Services, LLC",549300J2G34D0WX8Z443,B-,2021-06-10
Standard & Poor's Ratings Services,Amazon.com Inc.,ZXTILKJKG63JELOEG630,AA,2021-06-10
Standard & Poor's Ratings Services,RLJ Lodging Trust L.P.,549300RX5I8Z6I6LDZ74,BB-,2021-06-10
Standard & Poor's Ratings Services,Baic Finance Investment Co. Ltd.,30030035X92QA3KXDQ61,BBB,2021-06-10
Standard & Poor's Ratings Services,Newmont Corporation,549300VSP3RIX7FGDZ51,NR,2021-06-10
Standard & Poor's Ratings Services,"Centennial Energy Holdings, Inc.",549300I76MW4N0RMJ639,A-2,2021-06-10
Standard & Poor's Ratings Services,Bright Food Singapore Holdings Pte. Ltd.,300300512OD32371Y830,BBB-,2021-06-10
Standard & Poor's Ratings Services,Micron Technology Inc.,B3DXGBC8GAIYWI2Z0172,BBB-,2021-06-10
Standard & Poor's Ratings Services,Nestle Finance International Ltd.,0KLLMNHINTFDRMU6DI05,AA-,2021-06-09
Standard & Poor's Ratings Services,Parts Europe S.A.,969500DL3O9K7T2M4M15,B-,2021-06-09
Standard & Poor's Ratings Services,Alectra Inc.,5493008DXEYO6JTJEB46,A,2021-06-09
Standard & Poor's Ratings Services,"Albertsons Companies, Inc.",549300YKWOC0AOR16R51,BB,2021-06-09
Standard & Poor's Ratings Services,MicroStrategy Inc.,549300WQTWEJUEHXQX21,B-,2021-06-09
Standard & Poor's Ratings Services,Redhalo Midco (Uk) Ltd.,213800MKCJ3WQ2PQZI24,Bprelim,2021-06-09
Standard & Poor's Ratings Services,VM Ireland Ltd,213800K1R3GMY77CNR32,B+prelim,2021-06-09
Standard & Poor's Ratings Services,"E2open, LLC",549300WF2BZODU55DR56,B,2021-06-09
Standard & Poor's Ratings Services,Acef Holding SCA,213800KW7LHVG5QUS111,BBB+,2021-06-09
Standard & Poor's Ratings Services,Groupe Solmax Inc.,549300A5Z1FU5MA5II98,Bprelim,2021-06-08
Standard & Poor's Ratings Services,Summer (BC) Bidco B LLC,213800CCW2O2WZ7YV169,B-,2021-06-08
Standard & Poor's Ratings Services,Summer (BC) Holdco A S.a r.l.,984500EFA0BRE0008996,CCC,2021-06-08
Standard & Poor's Ratings Services,Summer (BC) Holdco B S.A R.L,984500NRF59D5DB9B654,B-,2021-06-08
Standard & Poor's Ratings Services,Jersey Central Power & Light Co.,549300W9UGH9ZPLNPF79,BB+,2021-06-08
Standard & Poor's Ratings Services,Progroup AG,529900YI5W5TQ8F2FP82,BB-,2021-06-08
Standard & Poor's Ratings Services,Haiguo Xintai Capital Limited,3003005APPE9ZPAMY566,BBB-,2021-06-08
Standard & Poor's Ratings Services,Domtar Corp.,XYSIJOU3HNVROZWNA008,NR,2021-06-08
Standard & Poor's Ratings Services,Biogen Inc.,W8J5WZB5IY3K0NDQT671,A-,2021-06-08
Standard & Poor's Ratings Services,PHM Group Holding Oy,7437002P82P6OBDFWT48,Bprelim,2021-06-08
Standard & Poor's Ratings Services,"Coca-Cola Consolidated, Inc.",57VG5X0E00X0QJU7CQ58,NR,2021-06-08
Standard & Poor's Ratings Services,"CVR Partners, LP",529900LE0OS06MYQRP11,B,2021-06-08
Standard & Poor's Ratings Services,Ritchie Bros. Auctioneers Incorporated,5493002H8U24DJXQ4886,BBB-,2021-06-07
Standard & Poor's Ratings Services,Voyage Australia Pty Ltd.,984500552F00VE5LE453,BB-prelim,2021-06-07
Standard & Poor's Ratings Services,U.S. Concrete Inc.,549300J94Q38BL8BMH45,B,2021-06-07
Standard & Poor's Ratings Services,Great Canadian Gaming Corp.,549300FU60SSFLTE0M84,B+,2021-06-07
Standard & Poor's Ratings Services,Golden Goose SpA,8156007EAD3AF0284002,B-,2021-06-07
Standard & Poor's Ratings Services,Sirius XM Radio Inc.,WP5O65E6BMU84LNO4227,BB,2021-06-07
Standard & Poor's Ratings Services,"Warrior Met Coal, Inc.",549300152B1S9YKBYV79,BB,2021-06-07
Standard & Poor's Ratings Services,TenneT Holding B.V.,724500LTUWK3JQG63903,A-,2021-06-07
Standard & Poor's Ratings Services,"Paya Holdings III, LLC",2549009INLRCOZQP3C35,B+,2021-06-07
Standard & Poor's Ratings Services,TRATON Finance Luxembourg S.A.,529900BRKIE6LKIEXD84,BBB,2021-06-07
Standard & Poor's Ratings Services,Derichebourg S.A. - DBG,969500QOO4C4IPGID263,BB,2021-06-07
Standard & Poor's Ratings Services,Komatsu Finance America Inc.,549300SRAAFEEQ8Z4D68,A-1,2021-06-06
Standard & Poor's Ratings Services,Becton Dickinson Euro Finance S.a r.l.,549300W40NLZ25XUTH09,NR,2021-06-05
Standard & Poor's Ratings Services,First Capital Real Estate Investment Trust,549300U55W8QFK2YTK38,BBB-,2021-06-04
Standard & Poor's Ratings Services,AmerisourceBergen Corp.,AI8GXW8LG5WK7E9UD086,BBB+,2021-06-04
Standard & Poor's Ratings Services,Alliander N.V.,724500XBZ9QOPTI11U82,AA-,2021-06-04
Standard & Poor's Ratings Services,Stedin Holding N.V.,724500R5IP6TFKTNRU48,A-,2021-06-04
Standard & Poor's Ratings Services,"Digital River, Inc.",DOJZBJ3IZ00PA0T1Y118,NR,2021-06-04
Standard & Poor's Ratings Services,Enexis Holding N.V.,7245009Q5867Q0YC9Q13,A+,2021-06-04
Standard & Poor's Ratings Services,Mehilainen Yhtiot Oy,2138006X78HGYRHS5865,NR,2021-06-04
Standard & Poor's Ratings Services,Astoria Energy LLC,549300BXD26J7I0IPB62,BB-,2021-06-04
Standard & Poor's Ratings Services,Eagle 4 Ltd,213800T6AWJ7S2PD5U82,B,2021-06-04
Standard & Poor's Ratings Services,ERM Emerald Us Inc.,254900PU6WN6UDDD0X02,B,2021-06-04
Standard & Poor's Ratings Services,361 Degrees International Ltd.,2138008WRC2652IBSX12,NR,2021-06-04
Standard & Poor's Ratings Services,Moog Inc.,549300WM2I4U7OBAHG07,BB+,2021-06-04
Standard & Poor's Ratings Services,Laureate Education Inc.,5JL7TMOH5TY3IUYSUP91,NR,2021-06-04
Standard & Poor's Ratings Services,AMP Capital Wholesale Office Fund,549300V6WCI7PG4YZJ06,A-,2021-06-04
Standard & Poor's Ratings Services,HKCG (Finance) Ltd.,254900LEJ9L89KEFOV05,A-,2021-06-03
Standard & Poor's Ratings Services,"Heartland Dental, LLC",5493008FRC0GRKBN1075,CCC,2021-06-03
Standard & Poor's Ratings Services,Metalcorp Group S.A.,724500RZTNTGC887J267,B,2021-06-03
Standard & Poor's Ratings Services,Technip Energies,724500FLODI49NSCIP70,BBB,2021-06-03
Standard & Poor's Ratings Services,"Southeast PowerGen, LLC",5493003PEJ398SB1LO34,NR,2021-06-03
Standard & Poor's Ratings Services,Hemso Treasury OYJ,743700D3NKZC0VKKPY05,A-,2021-06-03
Standard & Poor's Ratings Services,Merck Sharpe & Dohme Corp.,MZK1AT00SJV4XB7WNL71,A+,2021-06-03
Standard & Poor's Ratings Services,Towngas (Finance) Limited,254900V5OGCUFENZG093,BBB,2021-06-03
Standard & Poor's Ratings Services,Comision Federal De Electricidad (CFE),4469000001BFPONMPF32,NR,2021-06-03
Standard & Poor's Ratings Services,"Team Health Holdings, Inc.",549300PVTQ4UDTTMQT11,CCC,2021-06-03
Standard & Poor's Ratings Services,"ExGen Renewables IV, LLC",5493004JBPWTPTK8LB51,NR,2021-06-03
Standard & Poor's Ratings Services,Booking Holdings Inc.,FXM8FAOHMYDIPD38UZ17,NR,2021-06-03
Standard & Poor's Ratings Services,Madison IAQ LLC,549300IXDNBXNHUPBU73,CCC+prelim,2021-06-03
Standard & Poor's Ratings Services,"United PF Holdings, LLC",2549002AF6PASVP2G486,CCC+,2021-06-03
Standard & Poor's Ratings Services,Bombardier Inc.,W7L3VLU8EHQY34Z36697,CCC,2021-06-03
Standard & Poor's Ratings Services,Volvo Treasury North America L.P.,549300FWBZ85PPXFLH91,A-2,2021-06-03
Standard & Poor's Ratings Services,Merck & Co. Inc.,4YV9Y5M8S0BRK1RP0397,A+,2021-06-03
Standard & Poor's Ratings Services,AqGen Ascensus Inc,549300K5MHNFPEU2RK82,B-,2021-06-03
Standard & Poor's Ratings Services,Videotron Ltee,549300BBCGA0CYX8IL74,BB+,2021-06-03
Standard & Poor's Ratings Services,Elenia Verkko Oyj,743700XGU4ZB5G4RPK50,BBB+,2021-06-02
Standard & Poor's Ratings Services,Avaya Inc.,J6LB5QIFSP2MFEFG4U76,B+,2021-06-02
Standard & Poor's Ratings Services,Zorlu Yenilenebilir Enerji A.S.,7890003XL281DFSLEQ74,NRprelim,2021-06-02
Standard & Poor's Ratings Services,"Cloudera, Inc.",549300PGONC4JOI0RG62,BB-,2021-06-02
Standard & Poor's Ratings Services,Range Resources Corp.,H3Y3WLYCX0BTO1TRW162,NR,2021-06-02
Standard & Poor's Ratings Services,Indigo Natural Resources LLC,549300F7DOI6H6TA3C86,BB-,2021-06-02
Standard & Poor's Ratings Services,Osmose Utilities Services Inc.,549300FSLVHLFZ3S0D82,B,2021-06-02
Standard & Poor's Ratings Services,"LTI Holdings, Inc.",5493003GUY3WBOTOAP97,B-,2021-06-02
Standard & Poor's Ratings Services,Waste Connections Inc.,549300HDLRTPBQU69P29,NR,2021-06-02
Standard & Poor's Ratings Services,Avaya Holdings Corp.,549300NZS2OZN6Q63A60,B-,2021-06-02
Standard & Poor's Ratings Services,ION Geophysical Corp.,RKTSM2N7H7RD7N6GEN24,CC,2021-06-02
Standard & Poor's Ratings Services,China Overseas Grand Oceans Finance IV (Cayman) Limited,3003005OKQY2HXXJXJ29,NR,2021-06-02
Standard & Poor's Ratings Services,Southwestern Energy Co.,EFWMP121W54QV9MGOP87,BB-,2021-06-02
Standard & Poor's Ratings Services,China Bright (Hong Kong) Limited,3003006OJL6898NIK559,BB+,2021-06-02
Standard & Poor's Ratings Services,Amkor Technology Inc.,529900VHLRTKPWZJBM84,NR,2021-06-02
Standard & Poor's Ratings Services,Total Produce USA Holdings Inc.,6354003TAQGTGLQ3AW21,BB+prelim,2021-06-01
Standard & Poor's Ratings Services,Mountain Province Diamonds Inc.,549300Y5548SJTH51N28,CCC-,2021-06-01
Standard & Poor's Ratings Services,Worley US Finance Sub Ltd.,549300KI4S3YMNXADG63,BBB,2021-06-01
Standard & Poor's Ratings Services,Core & Main LP,549300ZSLF8Q660SCD17,B+prelim,2021-06-01
Standard & Poor's Ratings Services,Shanghai Electric Group Global Investment Ltd.,529900Y3SWJ0FFDION78,A-,2021-06-01
Standard & Poor's Ratings Services,Nobel Bidco B.V.,549300NZZFLYK83VVT71,B+prelim,2021-06-01
Standard & Poor's Ratings Services,"Proofpoint, Inc.",529900C5FODDK0WSR085,B-,2021-06-01
Standard & Poor's Ratings Services,"Switch, Ltd.",5493002D70VTFFLT8L43,BB,2021-06-01
Standard & Poor's Ratings Services,Taseko Mines Limited,549300XKUO1JSLU7KX54,NR,2021-06-01
Standard & Poor's Ratings Services,Dole plc,635400JUG5XJXOPPJJ47,BB+prelim,2021-06-01
Standard & Poor's Ratings Services,Finantic Ltd.,635400BVRY2UUF5ANB85,BB+prelim,2021-06-01
Standard & Poor's Ratings Services,First Advantage Holdings LLC,5493009E31FM2H8Q7497,B,2021-06-01
Standard & Poor's Ratings Services,Itiviti Group AB,549300XXK3PYFW8UYU67,NR,2021-06-01
Standard & Poor's Ratings Services,Transcom Holding AB (publ),549300E8LSH665GJCR52,B-,2021-06-01
Standard & Poor's Ratings Services,"CTR Partnership, L.P.",254900L7G64R08G6RJ22,BB+,2021-06-01
Standard & Poor's Ratings Services,AstraZeneca PLC,PY6ZZQWO2IZFZC3IOL08,BBB+,2021-06-01
Standard & Poor's Ratings Services,"Donnelley Financial Solutions, Inc.",549300O1NPY4J56QCU04,BB,2021-06-01
Standard & Poor's Ratings Services,Aircastle Limited,549300PNK8AKY3OIKP58,BB,2021-06-01
Standard & Poor's Ratings Services,Guacolda Energia S.A,5299008J94I4A64AEC04,B+,2021-06-01
Standard & Poor's Ratings Services,Immobiliare Grande Distribuzione SIIQ S.p.A.,815600CF8C0389D0E272,NR,2021-06-01
Standard & Poor's Ratings Services,"Anselma Issuer, S.A.",959800NJ2N6QMV3BZP31,NRprelim,2021-05-31
Standard & Poor's Ratings Services,Yellow Pages Digital & Media Solutions Ltd.,549300LGTLI7BXJC0K33,NR,2021-05-31
Standard & Poor's Ratings Services,Metalloinvest Finance DAC,635400ZS3HCCUYTNHA25,BB+,2021-05-31
Standard & Poor's Ratings Services,SD International Sukuk II Limited,254900Q4YMS98CQ9VU07,B-,2021-05-31
Standard & Poor's Ratings Services,Energean Israel Finance Ltd.,98450044QACBL3F8EB03,BB-,2021-05-31
Standard & Poor's Ratings Services,TML Holdings Pte. Ltd.,254900EBGMM47QH02V57,B,2021-05-31
Standard & Poor's Ratings Services,SD International Sukuk Limited,254900YIP49RFW6DWN21,B-,2021-05-31
Standard & Poor's Ratings Services,Gansu Provincial Highway Aviation Tourism Investment Group Co. Ltd.,6354005FD8B3J4OSMC91,BBB,2021-05-30
Standard & Poor's Ratings Services,"ASP Unifrax Holdings, Inc.",549300RRU6BWJLD0YT71,B-,2021-05-28
Standard & Poor's Ratings Services,Tereos Acucar e Energia Brasil S.A.,529900CWQK8CJ4OXVR19,brAA-,2021-05-28
Standard & Poor's Ratings Services,Algoma Steel Inc.,5493006RXIB5GVHWJS53,CCC+,2021-05-28
Standard & Poor's Ratings Services,Ineos 226 Ltd,213800HKSMBSJQ32CA45,BB,2021-05-27
Standard & Poor's Ratings Services,GNL Quintero S.A,549300JJJIQXE6E1QY27,BBB,2021-05-27
Standard & Poor's Ratings Services,Stillwater Mining Co.,6354007DPCY4ZN2MRR73,BB-,2021-05-27
Standard & Poor's Ratings Services,"Cologix Holdings, Inc.",549300O8TRLPP8IXEG50,NR,2021-05-27
Standard & Poor's Ratings Services,China Railway Resources Huitung Limited,254900TMNZHSMG4I1X71,BBB+,2021-05-27
Standard & Poor's Ratings Services,Itron Inc.,24F6LSZD18II6ICG6S41,NR,2021-05-27
Standard & Poor's Ratings Services,LSB Industries Inc.,5493001H215A0HG0MI71,CCC+,2021-05-27
Standard & Poor's Ratings Services,Diebold Nixdorf Dutch Holding B.V.,724500XPR088XALCD170,B-,2021-05-27
Standard & Poor's Ratings Services,INEOS Quattro Finance 2 Plc,213800V48W4Y5MT5Q131,BB,2021-05-27
Standard & Poor's Ratings Services,INEOS Quattro Finance 1 Plc,213800QO23X11QXPVT49,B+,2021-05-27
Standard & Poor's Ratings Services,"Navicure, Inc.",549300BIRBTAWWHCSZ09,NR,2021-05-27
Standard & Poor's Ratings Services,Boston Scientific Corp.,Y6ZDD9FP4P8JSSJMW954,A-2,2021-05-27
Standard & Poor's Ratings Services,Awaze Ltd.,549300NU5WPBVSIGC216,B,2021-05-27
Standard & Poor's Ratings Services,Consort Healthcare (Mid Yorkshire) Funding PLC,213800ZCWPFTJ57TMW87,BBB,2021-05-27
Standard & Poor's Ratings Services,Essity AB,549300G8E6YUVJ1DA153,NR,2021-05-27
Standard & Poor's Ratings Services,Diebold Nixdorf Inc.,549300XZK6EWDBAZSY16,CCC,2021-05-27
Standard & Poor's Ratings Services,PetroRio Luxembourg S.a.r.l,222100466T5WZDU1B498,BB-,2021-05-27
Standard & Poor's Ratings Services,Wendel SE,969500M98ZMIZYJD5O34,BBB,2021-05-27
Standard & Poor's Ratings Services,Schoeller Packaging B.V.,724500SG2N26BOKF5R11,B-,2021-05-27
Standard & Poor's Ratings Services,"Northwest Fiber, LLC",254900LE3FBC16P2QY79,CCC+,2021-05-27
Standard & Poor's Ratings Services,Bertelsmann SE & Co. KGaA,5299001BUUGXAREGE533,NR,2021-05-27
Standard & Poor's Ratings Services,"CPV Maryland, LLC",54930037XYTJRK6Y3F02,NRprelim,2021-05-26
Standard & Poor's Ratings Services,EXOR N.V.,5493002ENHZ6NYET7405,BBB+,2021-05-26
Standard & Poor's Ratings Services,Times China Holdings Limited,2549000KTINB9ZPZP710,B+,2021-05-26
Standard & Poor's Ratings Services,"Carestream Dental Technology, Inc.",549300E3FODU7LS3DY31,B,2021-05-26
Standard & Poor's Ratings Services,POWDR Corp.,549300XIF5ZPMVRIGO50,B-,2021-05-26
Standard & Poor's Ratings Services,Georgian Railway JSC,2138005UZV4ZT2B2ZO19,B+,2021-05-26
Standard & Poor's Ratings Services,Karlou B.V.,724500YH6Y896A2J4H56,B+,2021-05-26
Standard & Poor's Ratings Services,CONSOL Energy Inc.,549300YJCTPJBTK7IJ81,CCC,2021-05-26
Standard & Poor's Ratings Services,Boyd Gaming Corp.,254900787YGRYS2A1Z35,B,2021-05-25
Standard & Poor's Ratings Services,CD&R Firefly Bidco Ltd. (UK),213800OAU5VX61DYZ558,B,2021-05-25
Standard & Poor's Ratings Services,Deutsche Wohnen SE,529900QE24Q67I3FWZ10,A-,2021-05-25
Standard & Poor's Ratings Services,BME Group Holding BV,549300Y5PCNMQXYRRY06,B,2021-05-25
Standard & Poor's Ratings Services,Adient US LLC,213800SOTRCDGZUHL712,NR,2021-05-25
Standard & Poor's Ratings Services,Robert Bosch Investment Nederland B.V.,72450009QLIV38GTKN14,NR,2021-05-25
Standard & Poor's Ratings Services,WEPA Hygieneprodukte GmbH,529900KQ44OJDIDU6J81,BB-,2021-05-25
Standard & Poor's Ratings Services,Cofiroute,213800CP8292W9E8LJ69,NR,2021-05-25
Standard & Poor's Ratings Services,Synthos S.A.,259400WX4QZCOHJVWM18,BB,2021-05-25
Standard & Poor's Ratings Services,Hallett Hill No 2 Pty Ltd.,5493001F37P5117JNL29,BBB,2021-05-25
Standard & Poor's Ratings Services,Wuerth Finance International B.V.,5JB3IE65ZU13TA0DGN10,A,2021-05-25
Standard & Poor's Ratings Services,"Transact Holdings, Inc.",549300H6UJJA08A5LP22,B-,2021-05-24
Standard & Poor's Ratings Services,Worley Financial Services Pty Ltd.,549300XG4PYDO7ACB905,BBB,2021-05-24
Standard & Poor's Ratings Services,"LegalZoom.com, Inc.",5493000L8EBF74Y9JZ48,B,2021-05-24
Standard & Poor's Ratings Services,Eagle Materials Inc.,529900KRXRGXL61SG039,BBB,2021-05-24
Standard & Poor's Ratings Services,"Sovos Brands Intermediate, Inc.",549300LNTCFBIDJ7R637,B,2021-05-24
Standard & Poor's Ratings Services,BK LC US Bidco Inc,5299000ZMFOERHT5OW39,B,2021-05-24
